ReturnID,SalesID,OrderID,ReturnDateKey,ReturnReason,ReturnStatus,RefundAmount
9042,86889,34688,20251010,Wrong item,Refunded,27.44
9043,86893,34689,20240927,Wrong item,Refunded,28.3
9044,86895,34690,20250115,Not as expected,Refunded,373.18
9045,86896,34690,20250103,Damaged,Refunded,27.15
9046,86900,34692,20250706,Late delivery,Pending,0.0
9047,86916,34697,20240627,Not as expected,Refunded,51.58
9048,86917,34697,20240702,Damaged,Refunded,334.7
9049,86934,34703,20250324,Not as expected,Refunded,115.43
9050,86938,34704,20240722,Changed mind,Refunded,194.43
9051,86951,34710,20250813,Allergic reaction,Refunded,56.53
9052,86963,34713,20250823,Size/Fit,Refunded,131.11
9053,86977,34719,20250628,Damaged,Refunded,21.69
9054,86989,34722,20251112,Size/Fit,Refunded,88.75
9055,86999,34725,20250307,Damaged,Refunded,549.52
9056,87032,34735,20250426,Not as expected,Refunded,137.85
9057,87039,34737,20240322,Not as expected,Refunded,63.4
9058,87042,34738,20250829,Changed mind,Approved,0.0
9059,87057,34743,20240207,Damaged,Refunded,350.86
9060,87065,34746,20250831,Damaged,Refunded,168.07
9061,87066,34746,20250828,Late delivery,Refunded,20.98
9062,87110,34765,20240427,Not as expected,Refunded,214.29
9063,87113,34766,20250308,Damaged,Approved,0.0
9064,87119,34768,20241119,Changed mind,Refunded,40.09
9065,87126,34769,20250806,Not as expected,Refunded,169.29
9066,87140,34776,20250912,Damaged,Refunded,107.58
9067,87144,34777,20241128,Size/Fit,Refunded,235.93
9068,87159,34782,20240316,Not as expected,Refunded,28.29
9069,87165,34784,20240617,Size/Fit,Approved,0.0
9070,87178,34790,20251005,Damaged,Refunded,9.35
9071,87181,34790,20251012,Not as expected,Refunded,443.98
9072,87184,34791,20250704,Defective,Refunded,286.73
9073,87202,34796,20250126,Not as expected,Refunded,64.18
9074,87217,34800,20250825,Size/Fit,Approved,0.0
9075,87245,34810,20241030,Damaged,Refunded,21.06
9076,87246,34810,20241023,Damaged,Approved,0.0
9077,87252,34812,20240411,Damaged,Refunded,13.48
9078,87255,34813,20240211,Missing parts,Approved,0.0
9079,87268,34820,20250425,Changed mind,Pending,0.0
9080,87270,34821,20241123,Late delivery,Refunded,29.61
9081,87271,34822,20240126,Wrong item,Refunded,11.7
9082,87301,34835,20240321,Damaged,Refunded,172.16
9083,87306,34837,20250603,Changed mind,Pending,0.0
9084,87308,34838,20250804,Wrong item,Refunded,6.51
9085,87335,34847,20251231,Damaged,Refunded,21.32
9086,87353,34854,20250116,Allergic reaction,Refunded,70.66
9087,87355,34855,20241104,Damaged,Approved,0.0
9088,87368,34862,20250423,Damaged,Approved,0.0
9089,87373,34864,20240526,Damaged,Refunded,32.76
9090,87384,34868,20250818,Late delivery,Refunded,17.32
9091,87385,34868,20250908,Not as expected,Refunded,157.68
9092,87407,34877,20240407,Damaged,Refunded,232.8
9093,87409,34878,20240529,Allergic reaction,Refunded,20.16
9094,87411,34879,20250407,Not as expected,Refunded,39.19
9095,87412,34879,20250402,Changed mind,Refunded,55.63
9096,87425,34884,20241201,Defective,Refunded,155.7
9097,87426,34884,20241116,Damaged,Refunded,17.51
9098,87427,34884,20241119,Damaged,Refunded,60.69
9099,87437,34890,20241230,Changed mind,Refunded,53.75
9100,87439,34891,20250720,Damaged,Refunded,18.27
9101,87464,34900,20240921,Damaged,Pending,0.0
9102,87476,34906,20251231,Damaged,Pending,0.0
9103,87487,34910,20240414,Missing parts,Refunded,290.72
9104,87498,34915,20251214,Not as expected,Refunded,33.08
9105,87500,34916,20250803,Changed mind,Refunded,199.35
9106,87502,34917,20250619,Missing parts,Refunded,182.86
9107,87503,34917,20250602,Not as expected,Approved,0.0
9108,87504,34917,20250605,Not as expected,Approved,0.0
9109,87527,34927,20240329,Not as expected,Refunded,160.25
9110,87531,34928,20251231,Size/Fit,Refunded,53.81
9111,87535,34930,20250202,Size/Fit,Refunded,51.84
9112,87551,34936,20240627,Missing parts,Refunded,380.08
9113,87571,34944,20241125,Not as expected,Refunded,87.72
9114,87599,34956,20250912,Damaged,Refunded,143.35
9115,87603,34957,20250123,Missing parts,Refunded,1128.48
9116,87606,34959,20251019,Changed mind,Refunded,99.22
9117,87611,34961,20241205,Wrong item,Refunded,10.87
9118,87613,34961,20241219,Changed mind,Approved,0.0
9119,87615,34963,20240624,Not as expected,Refunded,311.32
9120,87619,34964,20240807,Damaged,Refunded,647.83
9121,87629,34968,20240829,Late delivery,Refunded,7.12
9122,87638,34971,20240412,Damaged,Refunded,678.57
9123,87648,34975,20241017,Damaged,Refunded,109.11
9124,87652,34977,20250515,Damaged,Refunded,102.79
9125,87666,34983,20250311,Damaged,Refunded,608.81
9126,87677,34987,20250407,Defective,Refunded,974.17
9127,87682,34989,20240729,Changed mind,Refunded,68.67
9128,87690,34990,20251215,Missing parts,Pending,0.0
9129,87720,34998,20250924,Missing parts,Refunded,167.94
9130,87739,35005,20250228,Damaged,Refunded,54.56
9131,87763,35014,20250813,Damaged,Refunded,306.56
9132,87765,35014,20250731,Damaged,Refunded,273.43
9133,87779,35020,20251231,Damaged,Pending,0.0
9134,87794,35025,20250823,Late delivery,Refunded,59.25
9135,87795,35025,20250829,Damaged,Refunded,168.99
9136,87801,35028,20240508,Late delivery,Refunded,11.08
9137,87806,35029,20240918,Damaged,Refunded,62.97
9138,87807,35029,20240915,Missing parts,Refunded,181.75
9139,87814,35034,20240525,Not as expected,Refunded,201.5
9140,87828,35041,20250506,Damaged,Refunded,96.6
9141,87831,35041,20250423,Not as expected,Refunded,137.7
9142,87851,35049,20240710,Changed mind,Refunded,52.16
9143,87876,35059,20240708,Changed mind,Refunded,346.72
9144,87881,35062,20250213,Damaged,Refunded,39.56
9145,87890,35065,20240531,Wrong item,Approved,0.0
9146,87897,35067,20240601,Damaged,Refunded,19.62
9147,87910,35071,20250415,Damaged,Refunded,196.14
9148,87948,35086,20240405,Changed mind,Refunded,14.04
9149,87961,35092,20251009,Not as expected,Refunded,348.01
9150,87971,35096,20240613,Not as expected,Refunded,85.59
9151,87977,35099,20250626,Not as expected,Refunded,67.88
9152,87983,35102,20250620,Damaged,Refunded,113.89
9153,88000,35110,20250815,Damaged,Refunded,13.38
9154,88006,35113,20251201,Not as expected,Refunded,94.72
9155,88019,35119,20250102,Damaged,Refunded,16.6
9156,88020,35119,20241226,Missing parts,Approved,0.0
9157,88036,35125,20250305,Changed mind,Refunded,108.68
9158,88046,35128,20240928,Allergic reaction,Pending,0.0
9159,88051,35129,20251015,Not as expected,Refunded,472.81
9160,88066,35135,20250713,Changed mind,Refunded,109.07
9161,88070,35137,20250516,Late delivery,Refunded,23.17
9162,88076,35140,20241124,Changed mind,Refunded,150.43
9163,88084,35144,20240909,Damaged,Refunded,39.93
9164,88106,35156,20250524,Damaged,Refunded,92.49
9165,88111,35157,20240510,Changed mind,Refunded,42.9
9166,88151,35170,20241231,Not as expected,Refunded,248.83
9167,88189,35184,20250119,Damaged,Pending,0.0
9168,88196,35187,20240213,Not as expected,Refunded,99.75
9169,88197,35187,20240215,Not as expected,Refunded,49.59
9170,88205,35190,20250923,Not as expected,Refunded,80.67
9171,88206,35190,20250918,Changed mind,Refunded,111.59
9172,88209,35191,20241114,Damaged,Refunded,63.42
9173,88217,35194,20250715,Not as expected,Refunded,98.52
9174,88219,35195,20251109,Not as expected,Refunded,158.98
9175,88266,35215,20251025,Changed mind,Refunded,8.61
9176,88269,35217,20240714,Not as expected,Refunded,121.37
9177,88278,35219,20250130,Changed mind,Refunded,11.46
9178,88281,35220,20250524,Damaged,Refunded,270.68
9179,88312,35231,20251126,Damaged,Approved,0.0
9180,88336,35243,20240818,Not as expected,Refunded,104.83
9181,88350,35247,20251116,Damaged,Refunded,69.9
9182,88351,35247,20251211,Damaged,Approved,0.0
9183,88365,35252,20251231,Damaged,Refunded,163.34
9184,88370,35255,20240809,Changed mind,Refunded,148.97
9185,88375,35256,20240625,Changed mind,Refunded,82.61
9186,88377,35257,20240210,Damaged,Refunded,15.83
9187,88380,35259,20250827,Not as expected,Refunded,349.92
9188,88386,35261,20250212,Changed mind,Refunded,18.81
9189,88390,35264,20251231,Damaged,Refunded,156.06
9190,88401,35268,20241211,Damaged,Pending,0.0
9191,88402,35268,20241221,Late delivery,Refunded,13.51
9192,88423,35278,20240210,Wrong item,Refunded,5.89
9193,88434,35283,20251126,Damaged,Refunded,24.71
9194,88436,35284,20240915,Changed mind,Refunded,90.52
9195,88439,35286,20240613,Not as expected,Refunded,59.18
9196,88448,35291,20240927,Damaged,Refunded,339.82
9197,88478,35301,20250831,Missing parts,Refunded,303.2
9198,88489,35305,20240513,Damaged,Refunded,31.04
9199,88492,35306,20240526,Changed mind,Approved,0.0
9200,88506,35312,20240302,Wrong item,Approved,0.0
9201,88511,35313,20241113,Allergic reaction,Refunded,292.73
9202,88514,35314,20240901,Not as expected,Refunded,33.83
9203,88517,35315,20251211,Damaged,Refunded,60.47
9204,88519,35316,20250328,Not as expected,Refunded,41.26
9205,88538,35323,20240902,Damaged,Refunded,143.03
9206,88540,35324,20250608,Damaged,Refunded,417.92
9207,88558,35330,20250810,Changed mind,Refunded,53.99
9208,88578,35339,20240719,Damaged,Approved,0.0
9209,88595,35345,20250405,Size/Fit,Refunded,97.67
9210,88601,35347,20251013,Not as expected,Refunded,68.85
9211,88602,35348,20240623,Changed mind,Refunded,290.2
9212,88609,35350,20250107,Defective,Refunded,509.96
9213,88619,35354,20250911,Changed mind,Approved,0.0
9214,88620,35354,20251007,Changed mind,Refunded,32.68
9215,88629,35359,20250414,Changed mind,Refunded,113.12
9216,88631,35360,20250805,Not as expected,Refunded,51.55
9217,88651,35368,20241128,Damaged,Refunded,166.06
9218,88681,35381,20250120,Changed mind,Refunded,46.57
9219,88683,35381,20250118,Not as expected,Refunded,99.71
9220,88687,35383,20240621,Not as expected,Refunded,1638.59
9221,88696,35386,20240323,Damaged,Refunded,151.7
9222,88703,35389,20240309,Not as expected,Refunded,297.48
9223,88705,35390,20241120,Changed mind,Approved,0.0
9224,88711,35393,20240307,Damaged,Refunded,23.89
9225,88713,35393,20240307,Damaged,Refunded,203.08
9226,88725,35397,20250515,Damaged,Refunded,134.04
9227,88736,35402,20240318,Defective,Approved,0.0
9228,88740,35403,20250916,Changed mind,Refunded,84.92
9229,88748,35405,20250913,Changed mind,Refunded,135.06
9230,88750,35405,20250824,Damaged,Refunded,159.19
9231,88765,35410,20250214,Damaged,Refunded,541.6
9232,88766,35410,20250302,Changed mind,Refunded,79.99
9233,88772,35412,20240219,Not as expected,Refunded,87.35
9234,88780,35414,20250921,Not as expected,Refunded,68.19
9235,88783,35416,20240614,Damaged,Refunded,67.57
9236,88786,35417,20250714,Changed mind,Approved,0.0
9237,88792,35420,20251116,Not as expected,Refunded,122.88
9238,88793,35421,20250116,Missing parts,Refunded,239.43
9239,88804,35428,20250526,Damaged,Refunded,7.03
9240,88813,35432,20240320,Changed mind,Refunded,112.49
9241,88820,35435,20240922,Wrong item,Refunded,22.55
9242,88844,35445,20240222,Damaged,Refunded,114.93
9243,88845,35445,20240218,Damaged,Refunded,134.59
9244,88849,35448,20250425,Not as expected,Pending,0.0
9245,88855,35451,20251119,Not as expected,Refunded,66.09
9246,88857,35451,20251205,Allergic reaction,Approved,0.0
9247,88862,35452,20251217,Changed mind,Refunded,540.86
9248,88864,35453,20251231,Defective,Refunded,246.56
9249,88882,35461,20251229,Damaged,Refunded,45.67
9250,88888,35463,20251231,Damaged,Refunded,38.8
9251,88894,35468,20250322,Changed mind,Refunded,43.4
9252,88906,35472,20250510,Changed mind,Pending,0.0
9253,88920,35477,20240627,Not as expected,Refunded,82.67
9254,88937,35487,20240229,Damaged,Refunded,244.75
9255,88938,35488,20250512,Damaged,Refunded,48.0
9256,88940,35489,20250811,Changed mind,Approved,0.0
9257,88942,35489,20250802,Defective,Refunded,273.7
9258,88944,35490,20250411,Changed mind,Refunded,31.96
9259,88952,35495,20251016,Changed mind,Approved,0.0
9260,88960,35497,20240511,Changed mind,Refunded,32.35
9261,88964,35499,20250527,Not as expected,Approved,0.0
9262,88968,35500,20250712,Changed mind,Refunded,8.58
9263,88981,35504,20250310,Wrong item,Approved,0.0
9264,88998,35509,20240404,Not as expected,Refunded,25.47
9265,89008,35515,20240916,Size/Fit,Refunded,157.36
9266,89009,35515,20240915,Damaged,Refunded,86.62
9267,89058,35537,20250802,Not as expected,Pending,0.0
9268,89067,35540,20240123,Damaged,Refunded,205.35
9269,89069,35540,20240204,Not as expected,Refunded,63.38
9270,89075,35542,20240819,Damaged,Refunded,156.9
9271,89104,35556,20251107,Size/Fit,Refunded,275.82
9272,89121,35564,20240117,Damaged,Refunded,199.82
9273,89146,35576,20240610,Late delivery,Refunded,6.1
9274,89178,35590,20250804,Not as expected,Approved,0.0
9275,89182,35592,20250115,Changed mind,Refunded,185.43
9276,89205,35601,20240126,Not as expected,Refunded,846.21
9277,89225,35609,20250726,Damaged,Refunded,10.07
9278,89251,35620,20241211,Damaged,Refunded,200.07
9279,89274,35629,20241204,Defective,Refunded,517.76
9280,89277,35629,20241206,Not as expected,Refunded,93.77
9281,89281,35631,20240708,Wrong item,Refunded,18.7
9282,89284,35632,20250219,Changed mind,Refunded,52.63
9283,89289,35635,20250710,Damaged,Refunded,71.49
9284,89297,35637,20251207,Damaged,Refunded,75.77
9285,89300,35638,20240426,Size/Fit,Refunded,100.38
9286,89312,35645,20250118,Not as expected,Refunded,561.23
9287,89316,35647,20251206,Changed mind,Refunded,226.35
9288,89318,35647,20251206,Changed mind,Refunded,109.76
9289,89333,35655,20240705,Not as expected,Refunded,93.73
9290,89335,35655,20240723,Size/Fit,Refunded,47.82
9291,89336,35655,20240710,Changed mind,Refunded,157.65
9292,89347,35660,20251101,Damaged,Refunded,137.64
9293,89358,35666,20240816,Allergic reaction,Refunded,19.16
9294,89362,35668,20240808,Damaged,Refunded,28.08
9295,89371,35672,20240128,Not as expected,Approved,0.0
9296,89385,35679,20251115,Changed mind,Refunded,31.5
9297,89400,35683,20250810,Changed mind,Refunded,68.78
9298,89407,35686,20240309,Changed mind,Refunded,177.71
9299,89411,35688,20240313,Damaged,Pending,0.0
9300,89413,35688,20240303,Not as expected,Refunded,145.26
9301,89435,35695,20240612,Wrong item,Refunded,15.73
9302,89451,35704,20240216,Late delivery,Refunded,30.69
9303,89453,35705,20251004,Defective,Refunded,131.38
9304,89454,35705,20251007,Not as expected,Refunded,24.77
9305,89455,35705,20250925,Wrong item,Refunded,38.59
9306,89458,35706,20250608,Damaged,Refunded,28.18
9307,89464,35708,20250630,Not as expected,Refunded,558.45
9308,89465,35709,20250810,Damaged,Approved,0.0
9309,89470,35710,20250923,Damaged,Refunded,229.33
9310,89472,35710,20250917,Wrong item,Approved,0.0
9311,89481,35715,20240622,Damaged,Refunded,176.51
9312,89494,35720,20250726,Missing parts,Refunded,273.97
9313,89510,35727,20250125,Defective,Refunded,94.16
9314,89534,35734,20251129,Defective,Refunded,241.24
9315,89535,35734,20251216,Allergic reaction,Refunded,156.42
9316,89538,35735,20251231,Damaged,Refunded,34.69
9317,89546,35738,20250320,Changed mind,Approved,0.0
9318,89547,35738,20250401,Size/Fit,Refunded,67.86
9319,89563,35744,20240429,Size/Fit,Refunded,52.56
9320,89564,35744,20240507,Not as expected,Refunded,179.28
9321,89565,35744,20240519,Changed mind,Approved,0.0
9322,89581,35750,20240705,Wrong item,Refunded,46.26
9323,89582,35750,20240622,Not as expected,Refunded,382.51
9324,89583,35751,20250803,Changed mind,Refunded,16.39
9325,89589,35753,20250911,Changed mind,Refunded,107.86
9326,89609,35762,20250702,Wrong item,Refunded,29.03
9327,89610,35762,20250724,Damaged,Approved,0.0
9328,89612,35764,20250418,Missing parts,Refunded,585.93
9329,89636,35772,20251112,Changed mind,Refunded,34.48
9330,89640,35774,20240325,Not as expected,Refunded,124.82
9331,89652,35779,20250924,Not as expected,Approved,0.0
9332,89654,35779,20250905,Damaged,Refunded,125.12
9333,89668,35785,20250820,Changed mind,Refunded,42.27
9334,89671,35786,20240425,Wrong item,Approved,0.0
9335,89674,35788,20250306,Wrong item,Refunded,60.32
9336,89697,35796,20250525,Not as expected,Refunded,245.79
9337,89700,35797,20240212,Changed mind,Approved,0.0
9338,89708,35802,20250610,Damaged,Refunded,44.42
9339,89732,35811,20240731,Damaged,Approved,0.0
9340,89733,35811,20240716,Not as expected,Approved,0.0
9341,89738,35812,20240310,Not as expected,Refunded,84.98
9342,89741,35813,20240802,Late delivery,Refunded,49.29
9343,89742,35813,20240704,Missing parts,Refunded,146.63
9344,89744,35814,20250104,Not as expected,Refunded,86.25
9345,89759,35818,20250406,Damaged,Refunded,78.21
9346,89764,35822,20250419,Missing parts,Approved,0.0
9347,89778,35826,20250828,Damaged,Refunded,10.63
9348,89783,35828,20240810,Changed mind,Refunded,11.46
9349,89789,35832,20250129,Damaged,Refunded,117.06
9350,89791,35833,20251012,Not as expected,Pending,0.0
9351,89828,35852,20240920,Damaged,Pending,0.0
9352,89830,35852,20240920,Changed mind,Approved,0.0
9353,89833,35854,20251217,Not as expected,Approved,0.0
9354,89834,35854,20251227,Damaged,Refunded,75.69
9355,89860,35868,20240528,Changed mind,Refunded,125.2
9356,89864,35871,20251127,Changed mind,Refunded,83.47
9357,89874,35875,20250312,Damaged,Pending,0.0
9358,89879,35877,20250606,Not as expected,Refunded,49.11
9359,89912,35888,20250514,Not as expected,Refunded,366.41
9360,89917,35890,20240330,Damaged,Refunded,74.2
9361,89926,35893,20250101,Changed mind,Refunded,66.16
9362,89943,35900,20240417,Not as expected,Refunded,50.89
9363,89947,35900,20240412,Changed mind,Refunded,34.07
9364,89951,35903,20250614,Changed mind,Refunded,189.67
9365,89959,35907,20241214,Damaged,Approved,0.0
9366,89963,35909,20250817,Missing parts,Refunded,1306.94
9367,89969,35911,20250917,Changed mind,Refunded,88.17
9368,90021,35932,20251016,Late delivery,Refunded,9.28
9369,90057,35944,20250215,Not as expected,Refunded,113.86
9370,90064,35947,20240420,Allergic reaction,Refunded,138.55
9371,90073,35951,20250219,Damaged,Refunded,216.94
9372,90077,35952,20241212,Defective,Refunded,91.05
9373,90083,35954,20250924,Size/Fit,Approved,0.0
9374,90098,35961,20250330,Missing parts,Refunded,338.12
9375,90105,35964,20240908,Defective,Refunded,111.62
9376,90107,35965,20240714,Damaged,Refunded,31.77
9377,90124,35973,20251228,Damaged,Refunded,18.54
9378,90134,35977,20241203,Changed mind,Refunded,25.13
9379,90139,35980,20240607,Not as expected,Refunded,54.44
9380,90141,35980,20240615,Not as expected,Refunded,22.47
9381,90144,35982,20240516,Defective,Refunded,120.65
9382,90156,35986,20251024,Changed mind,Refunded,62.83
9383,90171,35992,20250209,Damaged,Refunded,416.87
9384,90200,36006,20240827,Wrong item,Refunded,11.78
9385,90205,36009,20250701,Not as expected,Refunded,265.46
9386,90206,36009,20250724,Damaged,Refunded,13.71
9387,90227,36018,20250207,Not as expected,Refunded,24.19
9388,90238,36023,20240215,Defective,Refunded,141.52
9389,90242,36024,20250321,Missing parts,Refunded,343.11
9390,90253,36028,20250116,Wrong item,Refunded,28.11
9391,90259,36029,20251112,Not as expected,Pending,0.0
9392,90260,36029,20251206,Not as expected,Refunded,34.78
9393,90266,36032,20250123,Not as expected,Approved,0.0
9394,90276,36036,20250802,Damaged,Refunded,266.62
9395,90299,36045,20250918,Not as expected,Refunded,450.84
9396,90302,36047,20240801,Changed mind,Refunded,35.73
9397,90305,36049,20240208,Not as expected,Approved,0.0
9398,90307,36049,20240118,Damaged,Refunded,73.49
9399,90320,36053,20240603,Not as expected,Refunded,90.17
9400,90327,36057,20251203,Damaged,Refunded,105.1
9401,90348,36065,20251231,Wrong item,Refunded,15.73
9402,90353,36069,20241222,Size/Fit,Approved,0.0
9403,90356,36069,20241223,Defective,Refunded,217.02
9404,90386,36083,20250114,Not as expected,Refunded,150.51
9405,90392,36085,20240922,Changed mind,Refunded,189.24
9406,90393,36086,20240912,Damaged,Refunded,541.64
9407,90404,36091,20240713,Damaged,Refunded,24.36
9408,90409,36093,20250525,Not as expected,Approved,0.0
9409,90424,36100,20250118,Changed mind,Refunded,63.8
9410,90462,36114,20250709,Not as expected,Refunded,138.6
9411,90474,36118,20251108,Wrong item,Refunded,38.49
9412,90489,36125,20250616,Missing parts,Refunded,112.09
9413,90496,36128,20250326,Not as expected,Refunded,30.27
9414,90512,36134,20250419,Damaged,Approved,0.0
9415,90525,36139,20250826,Not as expected,Refunded,68.67
9416,90536,36143,20251007,Missing parts,Refunded,277.51
9417,90538,36144,20241122,Damaged,Refunded,62.15
9418,90550,36149,20241207,Not as expected,Refunded,77.54
9419,90551,36149,20241219,Not as expected,Refunded,108.06
9420,90557,36151,20250416,Not as expected,Refunded,390.28
9421,90564,36154,20241114,Damaged,Refunded,11.88
9422,90574,36157,20240729,Not as expected,Refunded,82.35
9423,90577,36158,20250729,Changed mind,Refunded,91.06
9424,90581,36160,20250103,Not as expected,Refunded,89.04
9425,90587,36164,20241026,Allergic reaction,Refunded,47.98
9426,90604,36170,20250925,Damaged,Refunded,107.13
9427,90605,36170,20250929,Damaged,Refunded,178.83
9428,90627,36179,20251013,Late delivery,Refunded,21.54
9429,90628,36179,20251011,Not as expected,Refunded,91.81
9430,90637,36182,20250906,Changed mind,Refunded,171.89
9431,90638,36183,20250703,Size/Fit,Refunded,33.82
9432,90641,36184,20240816,Changed mind,Pending,0.0
9433,90646,36186,20241217,Missing parts,Refunded,278.25
9434,90661,36193,20251231,Allergic reaction,Refunded,214.1
9435,90669,36197,20241222,Not as expected,Approved,0.0
9436,90670,36197,20241120,Damaged,Refunded,56.19
9437,90675,36199,20240414,Changed mind,Refunded,572.07
9438,90694,36206,20240210,Damaged,Refunded,102.87
9439,90696,36207,20250101,Not as expected,Refunded,149.59
9440,90703,36211,20250609,Wrong item,Refunded,10.96
9441,90710,36213,20250330,Damaged,Approved,0.0
9442,90713,36215,20240610,Damaged,Refunded,437.81
9443,90726,36221,20241218,Not as expected,Pending,0.0
9444,90752,36230,20250820,Changed mind,Approved,0.0
9445,90773,36238,20250420,Missing parts,Refunded,100.13
9446,90780,36241,20250911,Wrong item,Refunded,18.21
9447,90797,36249,20250521,Missing parts,Refunded,250.23
9448,90801,36250,20240617,Changed mind,Refunded,181.12
9449,90823,36257,20241111,Missing parts,Refunded,218.1
9450,90834,36261,20250914,Damaged,Refunded,36.61
9451,90847,36268,20240503,Changed mind,Refunded,24.28
9452,90848,36269,20250316,Damaged,Refunded,19.66
9453,90849,36269,20250410,Changed mind,Refunded,56.06
9454,90855,36273,20250605,Not as expected,Refunded,246.79
9455,90889,36286,20250515,Defective,Refunded,518.02
9456,90911,36297,20240612,Damaged,Refunded,80.5
9457,90951,36313,20240806,Changed mind,Refunded,37.24
9458,90970,36321,20250219,Not as expected,Refunded,105.01
9459,90981,36325,20250823,Not as expected,Refunded,690.35
9460,90982,36326,20240314,Damaged,Refunded,107.22
9461,90983,36326,20240404,Not as expected,Approved,0.0
9462,90984,36327,20240206,Not as expected,Refunded,477.21
9463,90985,36327,20240210,Not as expected,Pending,0.0
9464,90994,36330,20250714,Damaged,Refunded,121.22
9465,91010,36339,20241108,Missing parts,Refunded,1117.19
9466,91029,36347,20250311,Damaged,Refunded,311.71
9467,91050,36356,20241106,Not as expected,Refunded,45.35
9468,91054,36357,20240624,Allergic reaction,Refunded,56.11
9469,91061,36360,20240910,Size/Fit,Approved,0.0
9470,91073,36364,20240904,Damaged,Approved,0.0
9471,91078,36367,20250721,Wrong item,Refunded,70.89
9472,91085,36369,20240403,Damaged,Refunded,55.65
9473,91088,36370,20250110,Size/Fit,Refunded,212.54
9474,91091,36371,20250810,Size/Fit,Refunded,59.39
9475,91096,36375,20240509,Size/Fit,Refunded,36.72
9476,91106,36379,20240810,Changed mind,Refunded,107.38
9477,91107,36380,20240222,Not as expected,Refunded,80.56
9478,91112,36383,20240308,Defective,Refunded,686.69
9479,91137,36394,20240415,Damaged,Refunded,299.33
9480,91139,36395,20250116,Changed mind,Refunded,107.09
9481,91143,36397,20250107,Size/Fit,Refunded,157.75
9482,91177,36414,20250722,Changed mind,Refunded,74.37
9483,91180,36416,20250703,Changed mind,Refunded,49.44
9484,91181,36416,20250701,Damaged,Approved,0.0
9485,91191,36420,20241022,Changed mind,Refunded,38.17
9486,91211,36425,20241101,Damaged,Refunded,60.83
9487,91214,36427,20240201,Not as expected,Refunded,82.75
9488,91221,36431,20251231,Not as expected,Approved,0.0
9489,91223,36432,20250601,Damaged,Refunded,423.67
9490,91226,36432,20250523,Damaged,Refunded,134.92
9491,91230,36434,20250815,Missing parts,Approved,0.0
9492,91241,36437,20251028,Changed mind,Approved,0.0
9493,91247,36439,20241219,Not as expected,Refunded,76.25
9494,91268,36448,20250120,Damaged,Approved,0.0
9495,91276,36451,20250221,Damaged,Refunded,64.94
9496,91287,36455,20250606,Missing parts,Refunded,144.97
9497,91301,36463,20240702,Damaged,Refunded,18.82
9498,91308,36465,20240416,Changed mind,Refunded,64.0
9499,91325,36470,20250304,Damaged,Refunded,98.63
9500,91326,36471,20240903,Wrong item,Refunded,31.9
9501,91327,36471,20240929,Changed mind,Refunded,76.71
9502,91335,36475,20251124,Wrong item,Refunded,26.7
9503,91350,36483,20240926,Changed mind,Pending,0.0
9504,91364,36488,20240504,Damaged,Refunded,6.95
9505,91369,36491,20240322,Damaged,Approved,0.0
9506,91373,36492,20240806,Size/Fit,Refunded,220.68
9507,91375,36494,20240922,Not as expected,Refunded,56.48
9508,91376,36495,20250702,Damaged,Refunded,42.68
9509,91377,36495,20250605,Damaged,Approved,0.0
9510,91391,36500,20241026,Damaged,Refunded,75.22
9511,91395,36503,20250602,Not as expected,Refunded,64.81
9512,91402,36506,20250313,Not as expected,Refunded,79.14
9513,91414,36510,20251231,Defective,Refunded,250.48
9514,91422,36514,20240715,Damaged,Refunded,30.14
9515,91427,36515,20251231,Changed mind,Refunded,104.82
9516,91430,36515,20251231,Damaged,Refunded,954.83
9517,91446,36522,20241115,Not as expected,Refunded,79.5
9518,91462,36528,20250214,Missing parts,Refunded,897.42
9519,91477,36534,20240401,Not as expected,Approved,0.0
9520,91479,36536,20250729,Damaged,Refunded,229.82
9521,91481,36537,20250703,Not as expected,Approved,0.0
9522,91491,36539,20250917,Damaged,Refunded,105.45
9523,91499,36542,20251231,Not as expected,Refunded,146.37
9524,91501,36544,20251015,Changed mind,Refunded,133.54
9525,91506,36547,20240714,Changed mind,Refunded,117.82
9526,91511,36548,20250303,Damaged,Refunded,9.43
9527,91517,36551,20250426,Missing parts,Refunded,294.44
9528,91555,36566,20250428,Allergic reaction,Refunded,20.77
9529,91561,36568,20240506,Not as expected,Refunded,186.67
9530,91563,36568,20240505,Not as expected,Refunded,451.77
9531,91602,36580,20241115,Changed mind,Refunded,99.97
9532,91609,36582,20240227,Size/Fit,Refunded,50.14
9533,91619,36587,20240829,Not as expected,Refunded,353.81
9534,91629,36592,20240209,Damaged,Approved,0.0
9535,91651,36599,20240408,Changed mind,Refunded,140.93
9536,91657,36601,20240709,Damaged,Refunded,116.9
9537,91685,36612,20240326,Damaged,Pending,0.0
9538,91697,36617,20250613,Size/Fit,Refunded,222.1
9539,91732,36631,20241030,Not as expected,Refunded,125.83
9540,91747,36638,20250205,Damaged,Refunded,219.36
9541,91755,36642,20241201,Allergic reaction,Pending,0.0
9542,91759,36644,20251231,Damaged,Refunded,96.85
9543,91790,36654,20251229,Changed mind,Refunded,46.64
9544,91800,36659,20250924,Damaged,Refunded,101.55
9545,91814,36667,20241222,Wrong item,Refunded,12.59
9546,91824,36672,20251018,Wrong item,Refunded,35.3
9547,91833,36676,20240131,Changed mind,Approved,0.0
