ProductID,Category,Subcategory,Brand,BaseUnitPrice,EstimatedUnitCost,PriceBand
2422,Fashion,Accessories,Solace,61.35,28.04,Mid
2423,Electronics,Accessories,Ridge,207.9,130.5,Premium
2424,Books,Non-fiction,Bloom,39.16,19.59,Mid
2425,Sports,Cycling,Bloom,32.08,14.83,Mid
2426,Books,Fiction,Aurum,20.9,14.87,Mid
2427,Electronics,Audio,Vela,235.84,170.85,Premium
2428,Grocery,Pantry,Atlas,21.78,14.85,Mid
2429,Electronics,Laptops,Atlas,247.34,140.1,Premium
2430,Toys,Puzzles,Cairo,36.07,26.87,Mid
2431,Books,Fiction,Aurum,12.9,7.34,Budget
2432,Electronics,Accessories,Zenith,279.2,181.37,High-end
2433,Books,Kids,Zenith,20.67,13.9,Mid
2434,Fashion,Accessories,Linea,137.7,81.86,Premium
2435,Fashion,Bags,Lumo,115.41,80.49,Premium
2436,Grocery,Pantry,Aurum,8.86,4.83,Budget
2437,Grocery,Beverages,Atlas,6.4,3.16,Budget
2438,Grocery,Coffee & Tea,Cairo,9.66,6.57,Budget
2439,Sports,Outdoor,Nova,33.53,18.57,Mid
2440,Home,Lighting,Orion,101.36,68.14,Premium
2441,Home,Furniture,Orion,71.67,34.52,Mid
2442,Home,Decor,Pulse,90.64,67.93,Premium
2443,Electronics,Accessories,Lumo,522.77,332.37,High-end
2444,Fashion,Bags,Bloom,46.67,23.33,Mid
2445,Grocery,Pantry,Solace,25.16,14.53,Mid
2446,Books,Fiction,Mira,14.05,8.8,Budget
2447,Sports,Cycling,Aurum,31.15,14.19,Mid
2448,Electronics,Gaming,Solace,136.96,79.07,Premium
2449,Sports,Team Sports,Ridge,41.2,18.62,Mid
2450,Home,Lighting,Atlas,31.59,19.12,Mid
2451,Toys,Board Games,Fjord,40.24,22.24,Mid
2452,Home,Furniture,Kora,59.2,27.42,Mid
2453,Electronics,Gaming,Cairo,154.98,80.59,Premium
2454,Sports,Cycling,Orion,45.14,28.49,Mid
2455,Sports,Outdoor,Atlas,64.12,44.56,Mid
2456,Home,Kitchen,Fjord,74.5,39.91,Mid
2457,Beauty,Fragrance,Orion,61.9,42.5,Mid
2458,Grocery,Beverages,Mira,14.47,10.12,Budget
2459,Sports,Cycling,Vela,42.46,25.31,Mid
2460,Sports,Fitness,Fjord,62.35,29.42,Mid
2461,Toys,Board Games,Atlas,8.17,5.68,Budget
2462,Fashion,Accessories,Kora,18.93,11.62,Budget
2463,Home,Furniture,Bloom,94.62,63.37,Premium
2464,Toys,Kids,Fjord,25.4,12.22,Mid
2465,Grocery,Snacks,Bloom,26.64,19.43,Mid
2466,Grocery,Coffee & Tea,Zenith,3.31,2.26,Budget
2467,Grocery,Beverages,Linea,18.01,10.42,Budget
2468,Fashion,Bags,Vela,56.17,33.68,Mid
2469,Fashion,Accessories,Atlas,52.73,39.39,Mid
2470,Toys,Board Games,Ridge,35.94,17.11,Mid
2471,Beauty,Haircare,Aurum,52.36,35.72,Mid
2472,Beauty,Fragrance,Kora,20.44,13.88,Mid
2473,Books,Education,Aurum,27.8,12.69,Mid
2474,Books,Education,Cairo,18.22,8.42,Budget
2475,Toys,Puzzles,Cairo,31.28,18.81,Mid
2476,Grocery,Snacks,Mira,31.61,16.29,Mid
2477,Home,Cleaning,Aurum,100.07,51.36,Premium
2478,Beauty,Haircare,Nova,78.63,38.65,Mid
2479,Fashion,Men,Fjord,225.05,108.72,Premium
2480,Electronics,Audio,Nova,368.41,245.53,High-end
2481,Grocery,Coffee & Tea,Fjord,17.21,9.12,Budget
2482,Home,Lighting,Linea,177.33,98.13,Premium
2483,Books,Fiction,Lumo,21.86,16.33,Mid
2484,Sports,Fitness,Orion,103.96,49.44,Premium
2485,Grocery,Snacks,Lumo,18.78,8.6,Budget
2486,Fashion,Shoes,Nova,63.43,34.94,Mid
2487,Home,Lighting,Nova,101.64,55.14,Premium
2488,Grocery,Pantry,Mira,16.03,11.69,Budget
2489,Grocery,Snacks,Nova,9.45,5.89,Budget
2490,Toys,Kids,Vela,33.62,22.34,Mid
2491,Home,Cleaning,Bloom,110.1,61.83,Premium
2492,Beauty,Fragrance,Ridge,32.64,15.91,Mid
2493,Home,Decor,Orion,50.35,25.22,Mid
2494,Sports,Outdoor,Cairo,103.59,49.53,Premium
2495,Beauty,Makeup,Fjord,94.85,70.44,Premium
2496,Electronics,Audio,Mira,101.18,55.79,Premium
2497,Sports,Outdoor,Nova,40.35,29.49,Mid
2498,Electronics,Accessories,Lumo,229.14,154.03,Premium
2499,Electronics,Audio,Mira,244.93,151.62,Premium
2500,Home,Decor,Fjord,242.64,141.71,Premium
2501,Beauty,Fragrance,Mira,35.44,16.56,Mid
2502,Toys,Kids,Zenith,31.35,18.78,Mid
2503,Grocery,Coffee & Tea,Cairo,37.02,25.4,Mid
2504,Home,Cleaning,Aurum,111.41,81.42,Premium
2505,Fashion,Shoes,Bloom,107.34,52.09,Premium
2506,Home,Furniture,Kora,179.89,116.37,Premium
2507,Electronics,Accessories,Atlas,254.62,126.96,High-end
2508,Fashion,Women,Atlas,54.51,35.68,Mid
2509,Beauty,Haircare,Kora,40.67,22.87,Mid
2510,Books,Non-fiction,Bloom,15.36,8.35,Budget
2511,Toys,Puzzles,Kora,47.72,33.26,Mid
2512,Books,Fiction,Ridge,9.25,6.59,Budget
2513,Home,Decor,Fjord,172.98,98.72,Premium
2514,Toys,Kids,Lumo,22.78,13.51,Mid
2515,Beauty,Haircare,Linea,58.58,36.69,Mid
2516,Home,Decor,Pulse,181.68,113.37,Premium
2517,Home,Decor,Nova,89.89,49.26,Premium
2518,Home,Lighting,Nova,91.99,62.6,Premium
2519,Books,Kids,Aurum,20.64,10.26,Mid
2520,Electronics,Phones,Zenith,248.57,180.38,Premium
2521,Books,Kids,Cairo,26.77,17.07,Mid
2522,Toys,Action Figures,Lumo,33.64,23.15,Mid
2523,Beauty,Skincare,Cairo,43.44,27.45,Mid
2524,Grocery,Snacks,Vela,11.22,6.29,Budget
2525,Electronics,Phones,Nova,282.01,159.88,High-end
2526,Beauty,Skincare,Orion,66.57,38.72,Mid
2527,Home,Decor,Atlas,453.91,244.88,High-end
2528,Electronics,Audio,Nova,150.08,77.85,Premium
2529,Sports,Fitness,Orion,206.09,133.91,Premium
2530,Sports,Team Sports,Linea,53.4,31.34,Mid
2531,Beauty,Skincare,Bloom,54.64,40.69,Mid
2532,Fashion,Shoes,Solace,77.63,54.61,Mid
2533,Grocery,Coffee & Tea,Nova,15.88,10.56,Budget
2534,Fashion,Men,Fjord,71.97,39.66,Mid
2535,Sports,Cycling,Pulse,56.09,37.09,Mid
2536,Books,Fiction,Linea,15.47,8.45,Budget
2537,Grocery,Pantry,Fjord,13.74,8.34,Budget
2538,Sports,Team Sports,Nova,95.04,65.78,Premium
2539,Sports,Team Sports,Kora,94.46,69.49,Premium
2540,Grocery,Snacks,Ridge,20.13,12.56,Mid
2541,Electronics,Gaming,Pulse,193.55,131.34,Premium
2542,Electronics,Accessories,Kora,319.55,166.24,High-end
2543,Home,Furniture,Mira,81.23,54.24,Premium
2544,Toys,Action Figures,Nova,65.54,35.83,Mid
2545,Toys,Action Figures,Solace,12.23,7.47,Budget
2546,Electronics,Accessories,Atlas,272.34,141.4,High-end
2547,Electronics,Audio,Orion,115.21,59.83,Premium
2548,Books,Non-fiction,Orion,18.24,11.89,Budget
2549,Fashion,Men,Atlas,63.56,46.37,Mid
2550,Beauty,Makeup,Pulse,10.07,5.18,Budget
2551,Sports,Fitness,Linea,153.12,89.35,Premium
2552,Books,Fiction,Fjord,43.31,30.28,Mid
2553,Electronics,Laptops,Vela,378.86,268.24,High-end
2554,Sports,Team Sports,Cairo,77.19,36.38,Mid
2555,Electronics,Audio,Solace,390.13,202.46,High-end
2556,Beauty,Skincare,Aurum,43.41,30.2,Mid
2557,Fashion,Women,Pulse,31.2,19.38,Mid
2558,Home,Furniture,Mira,260.92,173.5,High-end
2559,Fashion,Men,Atlas,58.71,42.39,Mid
2560,Sports,Cycling,Vela,57.18,42.04,Mid
2561,Grocery,Snacks,Fjord,14.59,6.8,Budget
2562,Grocery,Pantry,Lumo,34.4,19.77,Mid
2563,Beauty,Haircare,Cairo,26.81,17.85,Mid
2564,Grocery,Beverages,Vela,7.23,4.03,Budget
2565,Sports,Outdoor,Aurum,25.62,18.89,Mid
2566,Grocery,Coffee & Tea,Nova,15.56,10.42,Budget
2567,Fashion,Men,Atlas,74.66,48.93,Mid
2568,Sports,Fitness,Fjord,60.22,30.39,Mid
2569,Electronics,Phones,Vela,215.24,107.91,Premium
2570,Books,Fiction,Vela,23.53,14.94,Mid
2571,Sports,Cycling,Atlas,55.9,35.28,Mid
2572,Grocery,Snacks,Zenith,14.67,7.99,Budget
2573,Fashion,Bags,Mira,140.41,103.98,Premium
2574,Electronics,Audio,Bloom,225.59,113.94,Premium
2575,Fashion,Bags,Zenith,61.37,43.02,Mid
2576,Toys,Puzzles,Linea,19.25,10.0,Budget
2577,Electronics,Audio,Zenith,320.01,191.66,High-end
2578,Electronics,Phones,Ridge,282.95,168.7,High-end
2579,Electronics,Accessories,Orion,270.92,138.24,High-end
2580,Electronics,Audio,Orion,104.57,55.29,Premium
2581,Sports,Cycling,Orion,28.25,16.65,Mid
2582,Grocery,Beverages,Zenith,17.65,12.97,Budget
2583,Fashion,Women,Ridge,143.25,94.67,Premium
2584,Grocery,Beverages,Vela,16.83,12.38,Budget
2585,Fashion,Women,Cairo,108.76,73.3,Premium
2586,Grocery,Snacks,Orion,16.21,8.01,Budget
2587,Electronics,Audio,Fjord,338.58,206.9,High-end
2588,Beauty,Makeup,Kora,86.71,53.69,Premium
2589,Beauty,Makeup,Lumo,26.13,14.37,Mid
2590,Electronics,Accessories,Mira,244.78,155.12,Premium
2591,Home,Furniture,Zenith,111.15,74.88,Premium
2592,Fashion,Women,Pulse,60.35,29.76,Mid
2593,Toys,Kids,Aurum,25.15,12.9,Mid
2594,Books,Fiction,Mira,13.91,7.79,Budget
2595,Toys,Puzzles,Nova,30.9,18.87,Mid
2596,Home,Cleaning,Mira,207.38,100.95,Premium
2597,Electronics,Gaming,Ridge,189.06,111.81,Premium
2598,Beauty,Fragrance,Solace,98.72,71.74,Premium
2599,Fashion,Shoes,Lumo,149.2,94.44,Premium
2600,Beauty,Fragrance,Atlas,33.55,21.4,Mid
2601,Fashion,Shoes,Pulse,82.29,52.88,Premium
2602,Fashion,Men,Atlas,55.87,37.58,Mid
2603,Books,Education,Lumo,23.72,17.77,Mid
2604,Sports,Outdoor,Orion,81.08,41.13,Premium
2605,Sports,Outdoor,Zenith,55.45,29.31,Mid
2606,Electronics,Accessories,Nova,274.11,141.81,High-end
2607,Fashion,Shoes,Cairo,145.15,102.35,Premium
2608,Toys,Action Figures,Lumo,147.17,85.61,Premium
2609,Beauty,Fragrance,Kora,52.6,36.03,Mid
2610,Fashion,Men,Cairo,69.87,40.96,Mid
2611,Books,Fiction,Orion,16.51,11.82,Budget
2612,Electronics,Accessories,Aurum,152.26,75.55,Premium
2613,Electronics,Audio,Ridge,357.62,194.25,High-end
2614,Beauty,Haircare,Linea,91.06,57.11,Premium
2615,Fashion,Women,Orion,67.67,34.96,Mid
2616,Fashion,Shoes,Ridge,139.5,85.34,Premium
2617,Beauty,Haircare,Zenith,60.96,33.14,Mid
2618,Electronics,Audio,Mira,170.78,95.37,Premium
2619,Home,Cleaning,Aurum,109.83,61.95,Premium
2620,Beauty,Makeup,Nova,61.06,35.58,Mid
2621,Home,Cleaning,Solace,174.2,97.39,Premium
2622,Grocery,Pantry,Zenith,22.83,11.09,Mid
2623,Grocery,Pantry,Ridge,27.62,14.63,Mid
2624,Beauty,Skincare,Atlas,30.7,21.96,Mid
2625,Fashion,Accessories,Pulse,44.79,25.8,Mid
2626,Books,Education,Zenith,14.72,7.67,Budget
2627,Toys,Puzzles,Bloom,26.25,15.26,Mid
2628,Electronics,Phones,Cairo,191.02,128.28,Premium
2629,Home,Furniture,Vela,76.44,45.68,Mid
2630,Electronics,Accessories,Linea,117.88,82.87,Premium
2631,Books,Non-fiction,Cairo,32.16,14.62,Mid
2632,Fashion,Accessories,Atlas,60.15,27.53,Mid
2633,Electronics,Phones,Pulse,247.88,170.32,Premium
2634,Fashion,Accessories,Bloom,40.84,25.33,Mid
2635,Books,Fiction,Nova,19.72,12.15,Budget
2636,Electronics,Phones,Mira,157.57,85.85,Premium
2637,Fashion,Women,Zenith,128.54,61.73,Premium
2638,Home,Cleaning,Cairo,98.54,47.48,Premium
2639,Grocery,Coffee & Tea,Kora,9.9,7.4,Budget
2640,Electronics,Accessories,Solace,97.17,59.45,Premium
2641,Books,Kids,Aurum,15.22,11.0,Budget
2642,Grocery,Beverages,Mira,17.16,11.55,Budget
2643,Fashion,Accessories,Nova,125.55,89.89,Premium
2644,Books,Education,Pulse,13.88,7.74,Budget
2645,Fashion,Accessories,Cairo,67.18,45.26,Mid
2646,Home,Lighting,Kora,185.26,99.73,Premium
2647,Fashion,Men,Lumo,102.63,60.95,Premium
2648,Grocery,Snacks,Fjord,15.63,10.69,Budget
2649,Beauty,Haircare,Pulse,75.38,39.29,Mid
2650,Home,Cleaning,Aurum,109.35,49.97,Premium
2651,Electronics,Laptops,Mira,350.32,165.9,High-end
2652,Sports,Outdoor,Cairo,97.28,63.0,Premium
2653,Grocery,Coffee & Tea,Aurum,10.93,6.48,Budget
2654,Grocery,Beverages,Lumo,15.97,10.96,Budget
2655,Grocery,Coffee & Tea,Kora,15.88,9.2,Budget
2656,Beauty,Makeup,Pulse,45.08,32.28,Mid
2657,Fashion,Shoes,Linea,77.3,57.87,Mid
2658,Books,Education,Kora,13.35,8.73,Budget
2659,Books,Non-fiction,Mira,21.18,12.23,Mid
2660,Toys,Action Figures,Ridge,25.24,16.69,Mid
2661,Fashion,Men,Aurum,70.99,36.57,Mid
2662,Books,Non-fiction,Bloom,8.41,4.19,Budget
2663,Fashion,Accessories,Mira,115.43,79.42,Premium
2664,Sports,Fitness,Nova,44.68,27.39,Mid
2665,Home,Furniture,Atlas,127.87,90.8,Premium
2666,Grocery,Beverages,Lumo,10.99,5.28,Budget
2667,Grocery,Coffee & Tea,Cairo,22.62,15.65,Mid
2668,Beauty,Haircare,Nova,16.74,10.71,Budget
2669,Beauty,Skincare,Lumo,28.7,16.61,Mid
2670,Books,Education,Fjord,7.9,3.86,Budget
2671,Electronics,Audio,Lumo,130.2,74.96,Premium
2672,Fashion,Bags,Kora,90.74,44.13,Premium
2673,Beauty,Skincare,Mira,65.84,41.65,Mid
2674,Grocery,Snacks,Aurum,14.56,8.27,Budget
2675,Toys,Kids,Zenith,37.39,19.7,Mid
2676,Sports,Fitness,Zenith,80.33,53.38,Premium
2677,Electronics,Laptops,Fjord,95.78,56.42,Premium
2678,Fashion,Shoes,Vela,52.6,35.36,Mid
2679,Electronics,Audio,Aurum,295.13,189.16,High-end
2680,Electronics,Laptops,Ridge,155.92,92.76,Premium
2681,Home,Decor,Nova,91.74,47.88,Premium
2682,Fashion,Women,Aurum,50.62,30.51,Mid
2683,Fashion,Shoes,Aurum,40.79,28.3,Mid
2684,Toys,Action Figures,Nova,70.53,50.09,Mid
2685,Electronics,Audio,Fjord,183.17,119.38,Premium
2686,Grocery,Beverages,Bloom,8.11,5.1,Budget
2687,Books,Education,Fjord,10.94,5.45,Budget
2688,Books,Education,Pulse,21.25,9.79,Mid
2689,Fashion,Men,Bloom,33.42,20.53,Mid
2690,Fashion,Women,Kora,55.98,35.31,Mid
2691,Beauty,Skincare,Vela,54.55,34.51,Mid
2692,Sports,Outdoor,Solace,25.26,18.04,Mid
2693,Home,Furniture,Atlas,83.98,45.8,Premium
2694,Sports,Team Sports,Nova,37.79,19.89,Mid
2695,Home,Kitchen,Fjord,137.58,96.71,Premium
2696,Sports,Team Sports,Solace,62.79,38.1,Mid
2697,Sports,Fitness,Fjord,32.05,16.85,Mid
2698,Electronics,Gaming,Kora,74.81,48.43,Mid
2699,Grocery,Snacks,Zenith,10.9,5.96,Budget
2700,Home,Lighting,Kora,84.79,50.54,Premium
2701,Books,Education,Zenith,17.56,8.09,Budget
2702,Beauty,Haircare,Bloom,98.96,65.44,Premium
2703,Fashion,Bags,Bloom,64.04,42.67,Mid
2704,Electronics,Accessories,Cairo,223.14,144.38,Premium
2705,Sports,Team Sports,Kora,134.12,88.94,Premium
2706,Fashion,Bags,Linea,59.64,37.02,Mid
2707,Books,Non-fiction,Nova,15.96,10.1,Budget
2708,Grocery,Pantry,Pulse,24.77,11.45,Mid
2709,Electronics,Phones,Pulse,599.75,270.58,High-end
2710,Fashion,Accessories,Vela,46.58,26.51,Mid
2711,Fashion,Accessories,Orion,27.15,15.17,Mid
2712,Toys,Puzzles,Solace,54.21,38.36,Mid
2713,Home,Kitchen,Lumo,88.99,46.4,Premium
2714,Grocery,Beverages,Bloom,18.21,9.01,Budget
2715,Books,Education,Solace,24.5,11.72,Mid
2716,Beauty,Fragrance,Fjord,68.38,50.45,Mid
2717,Books,Non-fiction,Ridge,18.14,11.67,Budget
2718,Home,Kitchen,Ridge,66.97,47.98,Mid
2719,Home,Decor,Mira,62.66,42.88,Mid
2720,Toys,Action Figures,Lumo,25.58,14.66,Mid
2721,Fashion,Men,Cairo,47.11,30.17,Mid
2722,Home,Kitchen,Bloom,260.25,176.46,High-end
2723,Home,Cleaning,Ridge,77.7,56.12,Mid
2724,Grocery,Beverages,Mira,31.54,14.23,Mid
2725,Sports,Cycling,Fjord,66.0,34.59,Mid
2726,Grocery,Coffee & Tea,Nova,10.46,6.06,Budget
2727,Fashion,Accessories,Bloom,47.78,34.73,Mid
2728,Books,Fiction,Linea,13.92,7.17,Budget
2729,Grocery,Pantry,Zenith,12.73,7.36,Budget
2730,Electronics,Gaming,Pulse,180.36,93.24,Premium
2731,Fashion,Bags,Aurum,65.2,47.07,Mid
2732,Electronics,Laptops,Nova,158.1,106.84,Premium
2733,Home,Furniture,Kora,131.29,92.8,Premium
2734,Books,Fiction,Solace,11.21,8.31,Budget
2735,Grocery,Pantry,Mira,9.23,6.41,Budget
2736,Electronics,Laptops,Pulse,146.46,70.53,Premium
2737,Electronics,Gaming,Fjord,295.05,148.71,High-end
2738,Sports,Cycling,Vela,75.58,36.85,Mid
2739,Home,Furniture,Bloom,185.76,87.34,Premium
2740,Electronics,Phones,Bloom,438.58,244.89,High-end
2741,Grocery,Coffee & Tea,Pulse,5.69,4.11,Budget
2742,Fashion,Men,Kora,89.02,53.96,Premium
2743,Fashion,Shoes,Aurum,113.78,73.19,Premium
2744,Electronics,Laptops,Aurum,188.46,105.0,Premium
2745,Fashion,Shoes,Aurum,52.77,29.12,Mid
2746,Toys,Board Games,Pulse,81.74,50.48,Premium
2747,Home,Lighting,Solace,80.9,48.18,Premium
2748,Grocery,Beverages,Nova,10.29,6.08,Budget
2749,Sports,Team Sports,Pulse,28.27,15.96,Mid
2750,Fashion,Shoes,Atlas,111.33,52.21,Premium
2751,Beauty,Fragrance,Ridge,44.5,20.58,Mid
2752,Electronics,Audio,Pulse,601.95,362.03,High-end
2753,Grocery,Snacks,Zenith,10.34,4.67,Budget
2754,Grocery,Pantry,Zenith,11.26,8.38,Budget
2755,Fashion,Men,Cairo,89.2,64.15,Premium
2756,Sports,Fitness,Solace,55.72,26.44,Mid
2757,Toys,Puzzles,Vela,24.82,15.14,Mid
2758,Grocery,Pantry,Atlas,13.75,9.67,Budget
2759,Toys,Puzzles,Vela,30.12,13.64,Mid
2760,Beauty,Haircare,Fjord,48.27,23.09,Mid
2761,Sports,Cycling,Pulse,19.7,10.9,Budget
2762,Books,Education,Ridge,16.61,9.59,Budget
2763,Fashion,Women,Orion,137.59,83.72,Premium
2764,Electronics,Laptops,Kora,152.65,72.65,Premium
2765,Grocery,Beverages,Ridge,7.46,4.19,Budget
2766,Toys,Action Figures,Bloom,28.39,13.57,Mid
2767,Home,Kitchen,Fjord,269.43,161.99,High-end
2768,Beauty,Haircare,Pulse,94.53,49.01,Premium
2769,Electronics,Audio,Linea,141.92,88.75,Premium
2770,Fashion,Shoes,Lumo,82.87,48.24,Premium
2771,Fashion,Bags,Orion,70.44,44.19,Mid
2772,Home,Decor,Cairo,71.53,33.9,Mid
2773,Electronics,Accessories,Mira,124.5,56.91,Premium
2774,Fashion,Accessories,Solace,55.14,26.17,Mid
2775,Books,Non-fiction,Orion,20.9,15.32,Mid
2776,Beauty,Skincare,Solace,25.55,16.54,Mid
2777,Home,Kitchen,Solace,46.43,33.61,Mid
2778,Grocery,Pantry,Mira,14.09,8.6,Budget
2779,Home,Decor,Atlas,82.95,45.63,Premium
2780,Grocery,Coffee & Tea,Zenith,8.87,4.95,Budget
2781,Electronics,Laptops,Solace,191.61,116.46,Premium
2782,Books,Education,Cairo,13.14,9.37,Budget
2783,Beauty,Fragrance,Solace,52.28,36.52,Mid
2784,Toys,Kids,Atlas,42.43,24.83,Mid
2785,Home,Kitchen,Atlas,41.61,23.77,Mid
2786,Grocery,Snacks,Bloom,13.3,7.67,Budget
2787,Sports,Fitness,Kora,31.19,19.65,Mid
2788,Electronics,Accessories,Solace,518.66,238.56,High-end
2789,Electronics,Gaming,Aurum,425.81,205.84,High-end
2790,Fashion,Accessories,Atlas,44.81,23.05,Mid
2791,Electronics,Phones,Cairo,309.07,171.14,High-end
2792,Electronics,Audio,Nova,372.94,278.85,High-end
2793,Fashion,Women,Fjord,45.22,24.98,Mid
2794,Home,Decor,Aurum,66.27,44.75,Mid
2795,Fashion,Shoes,Fjord,65.32,41.31,Mid
2796,Fashion,Bags,Linea,58.46,41.48,Mid
2797,Electronics,Audio,Kora,73.06,40.57,Mid
2798,Sports,Cycling,Nova,36.91,17.2,Mid
2799,Fashion,Bags,Lumo,138.31,97.79,Premium
2800,Toys,Kids,Fjord,46.88,23.69,Mid
2801,Books,Fiction,Ridge,17.56,9.77,Budget
2802,Fashion,Men,Nova,54.07,26.51,Mid
2803,Toys,Puzzles,Ridge,22.33,14.5,Mid
2804,Home,Lighting,Zenith,104.92,72.29,Premium
2805,Grocery,Snacks,Cairo,18.26,11.76,Budget
2806,Sports,Outdoor,Atlas,41.71,22.14,Mid
2807,Home,Kitchen,Nova,114.98,58.69,Premium
2808,Fashion,Accessories,Orion,66.28,31.39,Mid
2809,Grocery,Coffee & Tea,Lumo,17.33,10.85,Budget
2810,Toys,Puzzles,Mira,35.1,23.35,Mid
2811,Electronics,Laptops,Atlas,197.05,135.43,Premium
2812,Electronics,Audio,Kora,93.85,52.64,Premium
2813,Toys,Board Games,Mira,55.43,30.52,Mid
2814,Fashion,Accessories,Ridge,153.96,88.39,Premium
2815,Beauty,Makeup,Fjord,66.71,47.86,Mid
2816,Books,Non-fiction,Solace,24.43,14.94,Mid
2817,Electronics,Gaming,Fjord,416.39,235.58,High-end
2818,Electronics,Phones,Aurum,173.08,108.69,Premium
2819,Home,Cleaning,Zenith,104.43,74.84,Premium
2820,Toys,Puzzles,Solace,41.67,27.01,Mid
2821,Home,Furniture,Nova,160.98,73.74,Premium
2822,Beauty,Fragrance,Vela,35.9,17.38,Mid
2823,Grocery,Snacks,Bloom,8.65,4.72,Budget
2824,Grocery,Beverages,Mira,19.27,10.98,Budget
2825,Home,Kitchen,Vela,118.28,56.36,Premium
2826,Grocery,Beverages,Pulse,11.95,5.99,Budget
2827,Books,Kids,Atlas,10.77,5.01,Budget
2828,Books,Kids,Vela,11.02,6.08,Budget
2829,Grocery,Coffee & Tea,Vela,15.8,7.7,Budget
2830,Electronics,Phones,Pulse,229.42,148.08,Premium
2831,Sports,Cycling,Aurum,59.51,42.43,Mid
2832,Fashion,Accessories,Bloom,89.88,44.67,Premium
2833,Home,Decor,Orion,89.13,62.17,Premium
2834,Home,Lighting,Bloom,171.02,87.76,Premium
2835,Books,Fiction,Orion,19.17,10.16,Budget
2836,Books,Education,Kora,14.28,9.88,Budget
2837,Electronics,Audio,Mira,264.1,158.28,High-end
2838,Home,Cleaning,Fjord,148.67,108.07,Premium
2839,Books,Kids,Bloom,11.77,7.35,Budget
2840,Sports,Cycling,Pulse,80.02,49.84,Premium
2841,Toys,Kids,Pulse,27.61,18.13,Mid
2842,Fashion,Shoes,Fjord,83.11,47.46,Premium
2843,Home,Decor,Ridge,142.71,78.72,Premium
2844,Fashion,Men,Solace,80.26,49.4,Premium
2845,Fashion,Women,Kora,60.57,33.69,Mid
2846,Books,Kids,Lumo,20.27,9.95,Mid
2847,Electronics,Phones,Lumo,252.88,137.82,High-end
2848,Books,Education,Bloom,22.28,10.22,Mid
2849,Books,Kids,Atlas,16.57,8.91,Budget
2850,Beauty,Skincare,Mira,43.72,22.43,Mid
2851,Fashion,Women,Solace,103.53,68.6,Premium
2852,Toys,Kids,Zenith,23.79,15.75,Mid
2853,Fashion,Men,Ridge,92.6,59.09,Premium
2854,Fashion,Women,Bloom,94.55,48.99,Premium
2855,Fashion,Women,Kora,45.54,30.15,Mid
2856,Electronics,Phones,Solace,82.5,50.4,Premium
2857,Fashion,Bags,Mira,54.08,28.11,Mid
2858,Home,Cleaning,Ridge,127.02,59.34,Premium
2859,Electronics,Phones,Bloom,252.68,154.9,High-end
2860,Home,Lighting,Linea,103.8,53.58,Premium
2861,Home,Lighting,Lumo,215.48,134.32,Premium
2862,Home,Cleaning,Orion,163.98,92.09,Premium
2863,Books,Kids,Ridge,17.97,13.42,Budget
2864,Grocery,Pantry,Atlas,22.55,11.79,Mid
2865,Electronics,Laptops,Mira,96.93,67.85,Premium
2866,Home,Lighting,Ridge,74.31,45.03,Mid
2867,Fashion,Women,Zenith,68.2,44.92,Mid
2868,Home,Furniture,Aurum,76.25,45.43,Mid
2869,Fashion,Men,Cairo,47.33,30.75,Mid
2870,Grocery,Beverages,Lumo,11.37,5.72,Budget
2871,Beauty,Makeup,Cairo,28.43,18.64,Mid
2872,Fashion,Women,Cairo,78.43,38.42,Mid
2873,Fashion,Women,Vela,80.11,55.28,Premium
2874,Home,Cleaning,Pulse,153.39,97.78,Premium
2875,Home,Lighting,Atlas,307.42,206.53,High-end
2876,Home,Cleaning,Atlas,318.22,229.36,High-end
2877,Grocery,Snacks,Lumo,11.72,5.47,Budget
2878,Home,Lighting,Vela,87.7,62.27,Premium
2879,Books,Education,Ridge,20.23,11.01,Mid
2880,Fashion,Shoes,Fjord,49.17,30.43,Mid
2881,Beauty,Makeup,Atlas,47.94,34.2,Mid
2882,Sports,Team Sports,Atlas,42.85,22.7,Mid
2883,Home,Kitchen,Orion,58.1,28.41,Mid
2884,Grocery,Coffee & Tea,Nova,10.26,4.84,Budget
2885,Sports,Cycling,Solace,34.79,20.44,Mid
2886,Grocery,Coffee & Tea,Atlas,22.75,12.43,Mid
2887,Beauty,Makeup,Kora,65.29,42.42,Mid
2888,Electronics,Audio,Atlas,351.75,239.11,High-end
2889,Electronics,Laptops,Aurum,129.92,74.94,Premium
2890,Home,Decor,Cairo,108.77,59.28,Premium
2891,Grocery,Beverages,Cairo,8.7,4.33,Budget
2892,Home,Decor,Cairo,74.95,44.21,Mid
2893,Fashion,Shoes,Lumo,136.07,72.15,Premium
2894,Home,Cleaning,Zenith,52.87,32.39,Mid
2895,Toys,Kids,Aurum,43.65,25.92,Mid
2896,Sports,Outdoor,Nova,32.87,23.03,Mid
2897,Books,Fiction,Orion,15.16,11.1,Budget
2898,Fashion,Men,Mira,92.12,52.22,Premium
2899,Books,Education,Linea,25.31,12.57,Mid
2900,Grocery,Pantry,Atlas,12.44,7.39,Budget
2901,Fashion,Bags,Linea,114.33,51.88,Premium
2902,Grocery,Snacks,Ridge,14.0,10.04,Budget
2903,Fashion,Shoes,Cairo,97.63,56.35,Premium
2904,Grocery,Pantry,Pulse,11.53,6.32,Budget
